			Id(Bk)Syl1	Id(Bk)	MaxIO	*F1	*F3	*F4	*F5	*B1	*B2	*B3	*B5	*F1_B1	*F1..._B1	*F1_B2	*F1..._B2	*F1_B3	*F1..._B3	*F1_B5	*F1..._B5	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*F3_B3	*F3..._B3	*F3_B5	*F3..._B5	*F4_B1	*F4..._B1	*F4_B2	*F4..._B2	*F4_B3	*F4..._B3	*F4_B5	*F4..._B5	*F5_B1	*F5..._B1	*F5_B2	*F5..._B2	*F5_B3	*F5..._B3	*F5_B5	*F5..._B5	*_B1F1	*_B1...F1	*_B1F3	*_B1...F3	*_B1F4	*_B1...F4	*_B1F5	*_B1...F5	*_B2F1	*_B2...F1	*_B2F3	*_B2...F3	*_B2F4	*_B2...F4	*_B2F5	*_B2...F5	*_B3F1	*_B3...F1	*_B3F3	*_B3...F3	*_B3F4	*_B3...F4	*_B3F5	*_B3...F5	*_B5F1	*_B5...F1	*_B5F3	*_B5...F3	*_B5F4	*_B5...F4	*_B5F5	*_B5...F5
	OE			 1 		 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	oe		 1 	 1 				 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oE		 1 	 2 							 1 	 2 	 2 																																																																
	_e				 1 			 1 	 1 																																																																				
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Oi	Oi	 1 				 1 	 1 	 1 	 2 																																																																				
	Oɨ			 1 		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	oi		 1 	 1 					 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	oɨ		 1 	 2 						 1 	 1 	 2 	 2 																																																																
	_i				 1 				 1 																																																																				
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Oɨ	Oɨ					 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Oi			 1 		 1 	 1 	 1 	 2 																																																																				
	oɨ		 1 	 1 						 1 	 1 	 2 	 2 																																																																
	oi		 1 	 2 					 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	_ɨ				 1 					 1 	 1 	 1 	 1 																																																																
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
OE	OE					 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	Oe			 1 		 1 	 1 	 2 	 2 																																																																				
	oE		 1 	 1 							 1 	 2 	 2 																																																																
	oe		 1 	 2 				 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	_E				 1 						 1 	 1 	 1 																																																																
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Oo	Oo					 1 	 1 	 1 	 1 			 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	OO			 1 		 2 	 2 	 2 	 2 																																																																				
	oo		 1 	 1 								 2 	 2 																																																																
	oO		 1 	 2 		 1 	 1 	 1 	 1 			 1 	 1 																																																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	_o				 1 							 1 	 1 																																																																
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Oa	Oa	 1 				 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	OA			 1 		 1 	 2 	 2 	 2 																																																																				
	oa		 1 	 1 								 1 	 2 																																																																
	oA		 1 	 2 			 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_a				 1 								 1 																																																																
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Ou	Ou	 1 				 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	Oy			 1 		 1 	 2 	 2 	 2 																																																																				
	ou		 1 	 1 								 1 	 2 																																																																
	oy		 1 	 2 			 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_u				 1 								 1 																																																																
	O_				 1 	 1 	 1 	 1 	 1 																																																																				
	__				 2 																																																																								
AO	AO					 1 	 2 	 2 	 2 																																																																				
	Ao			 1 			 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	aO		 1 	 1 		 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	ao		 1 	 2 								 1 	 2 																																																																
	_O				 1 	 1 	 1 	 1 	 1 																																																																				
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
AA	AA						 2 	 2 	 2 																																																																				
	Aa			 1 			 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	aA		 1 	 1 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	aa		 1 	 2 									 2 																																																																
	_A				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Ay	Ay						 2 	 2 	 2 																																																																				
	Au			 1 			 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	ay		 1 	 1 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	au		 1 	 2 									 2 																																																																
	_y				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Ae	Ae	 1 					 1 	 2 	 2 																																																																				
	AE			 1 			 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ae		 1 	 1 				 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	aE		 1 	 2 							 1 	 1 	 2 																																																																
	_e				 1 			 1 	 1 																																																																				
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Ai	Ai	 1 					 1 	 1 	 2 																																																																				
	Aɨ			 1 			 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ai		 1 	 1 					 1 				 1 																																																															 1 	 1 
	aɨ		 1 	 2 						 1 	 1 	 1 	 2 																																																																
	_i				 1 				 1 																																																																				
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Aɨ	Aɨ						 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ai			 1 			 1 	 1 	 2 																																																																				
	aɨ		 1 	 1 						 1 	 1 	 1 	 2 																																																																
	ai		 1 	 2 					 1 				 1 																																																															 1 	 1 
	_ɨ				 1 					 1 	 1 	 1 	 1 																																																																
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
AE	AE						 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	Ae			 1 			 1 	 2 	 2 																																																																				
	aE		 1 	 1 							 1 	 1 	 2 																																																																
	ae		 1 	 2 				 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	_E				 1 						 1 	 1 	 1 																																																																
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Ao	Ao						 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	AO			 1 		 1 	 2 	 2 	 2 																																																																				
	ao		 1 	 1 								 1 	 2 																																																																
	aO		 1 	 2 		 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	_o				 1 							 1 	 1 																																																																
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Aa	Aa	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	AA			 1 			 2 	 2 	 2 																																																																				
	aa		 1 	 1 									 2 																																																																
	aA		 1 	 2 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_a				 1 								 1 																																																																
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
Au	Au	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	Ay			 1 			 2 	 2 	 2 																																																																				
	au		 1 	 1 									 2 																																																																
	ay		 1 	 2 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_u				 1 								 1 																																																																
	A_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yO	yO					 1 	 2 	 2 	 2 																																																																				
	yo			 1 			 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	uO		 1 	 1 		 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	uo		 1 	 2 								 1 	 2 																																																																
	_O				 1 	 1 	 1 	 1 	 1 																																																																				
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yA	yA						 2 	 2 	 2 																																																																				
	ya			 1 			 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	uA		 1 	 1 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	ua		 1 	 2 									 2 																																																																
	_A				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yy	yy						 2 	 2 	 2 																																																																				
	yu			 1 			 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	uy		 1 	 1 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	uu		 1 	 2 									 2 																																																																
	_y				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
ye	ye	 1 					 1 	 2 	 2 																																																																				
	yE			 1 			 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ue		 1 	 1 				 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	uE		 1 	 2 							 1 	 1 	 2 																																																																
	_e				 1 			 1 	 1 																																																																				
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yi	yi	 1 					 1 	 1 	 2 																																																																				
	yɨ			 1 			 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ui		 1 	 1 					 1 				 1 																																																															 1 	 1 
	uɨ		 1 	 2 						 1 	 1 	 1 	 2 																																																																
	_i				 1 				 1 																																																																				
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yɨ	yɨ						 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	yi			 1 			 1 	 1 	 2 																																																																				
	uɨ		 1 	 1 						 1 	 1 	 1 	 2 																																																																
	ui		 1 	 2 					 1 				 1 																																																															 1 	 1 
	_ɨ				 1 					 1 	 1 	 1 	 1 																																																																
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yE	yE						 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ye			 1 			 1 	 2 	 2 																																																																				
	uE		 1 	 1 							 1 	 1 	 2 																																																																
	ue		 1 	 2 				 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	_E				 1 						 1 	 1 	 1 																																																																
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yo	yo						 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	yO			 1 		 1 	 2 	 2 	 2 																																																																				
	uo		 1 	 1 								 1 	 2 																																																																
	uO		 1 	 2 		 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	_o				 1 							 1 	 1 																																																																
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
ya	ya	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yA			 1 			 2 	 2 	 2 																																																																				
	ua		 1 	 1 									 2 																																																																
	uA		 1 	 2 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_a				 1 								 1 																																																																
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
yu	yu	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yy			 1 			 2 	 2 	 2 																																																																				
	uu		 1 	 1 									 2 																																																																
	uy		 1 	 2 			 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_u				 1 								 1 																																																																
	y_				 1 		 1 	 1 	 1 																																																																				
	__				 2 																																																																								
eO	eO					 1 	 1 	 2 	 2 																																																																				
	eo			 1 				 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	EO		 1 	 1 		 1 	 1 	 1 	 1 		 1 	 1 	 1 																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Eo		 1 	 2 							 1 	 2 	 2 																																																																
	_O				 1 	 1 	 1 	 1 	 1 																																																																				
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
eA	eA						 1 	 2 	 2 																																																																				
	ea			 1 				 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	EA		 1 	 1 			 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Ea		 1 	 2 							 1 	 1 	 2 																																																																
	_A				 1 		 1 	 1 	 1 																																																																				
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
ey	ey						 1 	 2 	 2 																																																																				
	eu			 1 				 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	Ey		 1 	 1 			 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Eu		 1 	 2 							 1 	 1 	 2 																																																																
	_y				 1 		 1 	 1 	 1 																																																																				
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
ee	ee	 1 						 2 	 2 																																																																				
	eE			 1 				 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	Ee		 1 	 1 				 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	EE		 1 	 2 							 2 	 2 	 2 																																																																
	_e				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
ei	ei	 1 						 1 	 2 																																																																				
	eɨ			 1 				 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ei		 1 	 1 					 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	Eɨ		 1 	 2 						 1 	 2 	 2 	 2 																																																																
	_i				 1 				 1 																																																																				
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
eɨ	eɨ							 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ei			 1 				 1 	 2 																																																																				
	Eɨ		 1 	 1 						 1 	 2 	 2 	 2 																																																																
	Ei		 1 	 2 					 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	_ɨ				 1 					 1 	 1 	 1 	 1 																																																																
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
eE	eE							 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ee			 1 				 2 	 2 																																																																				
	EE		 1 	 1 							 2 	 2 	 2 																																																																
	Ee		 1 	 2 				 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	_E				 1 						 1 	 1 	 1 																																																																
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
eo	eo							 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	eO			 1 		 1 	 1 	 2 	 2 																																																																				
	Eo		 1 	 1 							 1 	 2 	 2 																																																																
	EO		 1 	 2 		 1 	 1 	 1 	 1 		 1 	 1 	 1 																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	_o				 1 							 1 	 1 																																																																
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
ea	ea	 1 						 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	eA			 1 			 1 	 2 	 2 																																																																				
	Ea		 1 	 1 							 1 	 1 	 2 																																																																
	EA		 1 	 2 			 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_a				 1 								 1 																																																																
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
eu	eu	 1 						 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ey			 1 			 1 	 2 	 2 																																																																				
	Eu		 1 	 1 							 1 	 1 	 2 																																																																
	Ey		 1 	 2 			 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_u				 1 								 1 																																																																
	e_				 1 			 1 	 1 																																																																				
	__				 2 																																																																								
iO	iO					 1 	 1 	 1 	 2 																																																																				
	io			 1 					 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	ɨO		 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	ɨo		 1 	 2 						 1 	 1 	 2 	 2 																																																																
	_O				 1 	 1 	 1 	 1 	 1 																																																																				
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
iA	iA						 1 	 1 	 2 																																																																				
	ia			 1 					 1 				 1 																															 1 	 1 																																
	ɨA		 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	ɨa		 1 	 2 						 1 	 1 	 1 	 2 																																																																
	_A				 1 		 1 	 1 	 1 																																																																				
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
iy	iy						 1 	 1 	 2 																																																																				
	iu			 1 					 1 				 1 																															 1 	 1 																																
	ɨy		 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	ɨu		 1 	 2 						 1 	 1 	 1 	 2 																																																																
	_y				 1 		 1 	 1 	 1 																																																																				
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
ie	ie	 1 						 1 	 2 																																																																				
	iE			 1 					 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	ɨe		 1 	 1 				 1 	 1 	 1 	 1 	 1 	 1 																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ɨE		 1 	 2 						 1 	 2 	 2 	 2 																																																																
	_e				 1 			 1 	 1 																																																																				
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
ii	ii	 1 							 2 																																																																				
	iɨ			 1 					 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ɨi		 1 	 1 					 1 	 1 	 1 	 1 	 1 																																							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 
	ɨɨ		 1 	 2 						 2 	 2 	 2 	 2 																																																																
	_i				 1 				 1 																																																																				
	__				 2 																																																																								
iɨ	iɨ								 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ii			 1 					 2 																																																																				
	ɨɨ		 1 	 1 						 2 	 2 	 2 	 2 																																																																
	ɨi		 1 	 2 					 1 	 1 	 1 	 1 	 1 																																							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 
	_ɨ				 1 					 1 	 1 	 1 	 1 																																																																
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
iE	iE								 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	ie			 1 				 1 	 2 																																																																				
	ɨE		 1 	 1 						 1 	 2 	 2 	 2 																																																																
	ɨe		 1 	 2 				 1 	 1 	 1 	 1 	 1 	 1 																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	_E				 1 						 1 	 1 	 1 																																																																
	i_				 1 				 1 																																																																				
	__				 2 																																																																								
