			Id(Bk)Syl1	Id(Bk)	Id(Hi)Syl1	Id(Hi)	Id(Lo)Syl1	Id(Lo)	Id(Rd)Syl1	Id(Rd)	*F1	*F3	*F4	*F5	*B1	*B2	*B3	*B5	*F1_B1	*F1..._B1	*F1_B2	*F1..._B2	*F1_B3	*F1..._B3	*F1_B5	*F1..._B5	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*F3_B3	*F3..._B3	*F3_B5	*F3..._B5	*F4_B1	*F4..._B1	*F4_B2	*F4..._B2	*F4_B3	*F4..._B3	*F4_B5	*F4..._B5	*F5_B1	*F5..._B1	*F5_B2	*F5..._B2	*F5_B3	*F5..._B3	*F5_B5	*F5..._B5	*_B1F1	*_B1...F1	*_B1F3	*_B1...F3	*_B1F4	*_B1...F4	*_B1F5	*_B1...F5	*_B2F1	*_B2...F1	*_B2F3	*_B2...F3	*_B2F4	*_B2...F4	*_B2F5	*_B2...F5	*_B3F1	*_B3...F1	*_B3F3	*_B3...F3	*_B3F4	*_B3...F4	*_B3F5	*_B3...F5	*_B5F1	*_B5...F1	*_B5F3	*_B5...F3	*_B5F4	*_B5...F4	*_B5F5	*_B5...F5
	oA		 1 	 1 								 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	oa		 1 	 2 													 1 	 2 																																																																
	Oi					 1 		 1 			 1 	 1 	 1 	 2 																																																																				
	Oe							 1 			 1 	 1 	 2 	 2 																																																																				
	iA				 1 	 1 			 1 	 1 		 1 	 1 	 2 																																																																				
	ii				 1 	 2 		 1 	 1 	 1 				 2 																																																																				
	ie				 1 	 1 		 1 	 1 	 1 			 1 	 2 																																																																				
	eA								 1 	 1 		 1 	 2 	 2 																																																																				
	ei					 1 		 1 	 1 	 1 			 1 	 2 																																																																				
	ee							 1 	 1 	 1 			 2 	 2 																																																																				
	ia			 1 	 1 	 1 			 1 	 1 				 1 				 1 																															 1 	 1 																																
	ea			 1 					 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	oi		 1 	 1 		 1 		 1 						 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	oe		 1 	 1 				 1 					 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Oy	Oy	 1 									 1 	 2 	 2 	 2 																																																																				
	Ou			 1 							 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	oy		 1 	 1 								 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	ou		 1 	 2 													 1 	 2 																																																																
	Oi									 1 	 1 	 1 	 1 	 2 																																																																				
	Oe					 1 				 1 	 1 	 1 	 2 	 2 																																																																				
	iy				 1 	 1 			 1 	 1 		 1 	 1 	 2 																																																																				
	ii				 1 	 1 			 1 	 2 				 2 																																																																				
	ie				 1 	 2 			 1 	 2 			 1 	 2 																																																																				
	ey								 1 	 1 		 1 	 2 	 2 																																																																				
	ei								 1 	 2 			 1 	 2 																																																																				
	ee					 1 			 1 	 2 			 2 	 2 																																																																				
	iu			 1 	 1 	 1 			 1 	 1 				 1 				 1 																															 1 	 1 																																
	eu			 1 					 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	oi		 1 	 1 						 1 				 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	oe		 1 	 1 		 1 				 1 			 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Oe	Oe	 1 									 1 	 1 	 2 	 2 																																																																				
	OE			 1 							 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	oe		 1 	 1 									 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oE		 1 	 2 												 1 	 2 	 2 																																																																
	Oi					 1 					 1 	 1 	 1 	 2 																																																																				
	ie				 1 	 1 			 1 	 1 			 1 	 2 																																																																				
	ii				 1 	 2 			 1 	 1 				 2 																																																																				
	ee								 1 	 1 			 2 	 2 																																																																				
	ei					 1 			 1 	 1 			 1 	 2 																																																																				
	iE			 1 	 1 	 1 			 1 	 1 				 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	eE			 1 					 1 	 1 			 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	oi		 1 	 1 		 1 								 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
Oi	Oi	 1 									 1 	 1 	 1 	 2 																																																																				
	OI			 1 							 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	oi		 1 	 1 										 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	oI		 1 	 2 											 1 	 1 	 2 	 2 																																																																
	Oe					 1 					 1 	 1 	 2 	 2 																																																																				
	ii				 1 	 1 			 1 	 1 				 2 																																																																				
	ie				 1 	 2 			 1 	 1 			 1 	 2 																																																																				
	ei								 1 	 1 			 1 	 2 																																																																				
	ee					 1 			 1 	 1 			 2 	 2 																																																																				
	iI			 1 	 1 	 1 			 1 	 1 				 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	eI			 1 					 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	oe		 1 	 1 		 1 							 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
AO	AO	 1 									 1 	 2 	 2 	 2 																																																																				
	Ao			 1 								 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	aO		 1 	 1 							 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	ao		 1 	 2 													 1 	 2 																																																																
	Ai					 1 				 1 		 1 	 1 	 2 																																																																				
	Ae									 1 		 1 	 2 	 2 																																																																				
	iO				 1 	 1 	 1 	 1 			 1 	 1 	 1 	 2 																																																																				
	ii				 1 	 2 	 1 	 1 		 1 				 2 																																																																				
	ie				 1 	 1 	 1 	 1 		 1 			 1 	 2 																																																																				
	eO						 1 	 1 			 1 	 1 	 2 	 2 																																																																				
	ei					 1 	 1 	 1 		 1 			 1 	 2 																																																																				
	ee						 1 	 1 		 1 			 2 	 2 																																																																				
	io			 1 	 1 	 1 	 1 	 1 						 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	eo			 1 			 1 	 1 					 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	ai		 1 	 1 		 1 				 1 				 1 				 1 																																																															 1 	 1 
	ae		 1 	 1 						 1 			 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
AA	AA	 1 										 2 	 2 	 2 																																																																				
	Aa			 1 								 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	aA		 1 	 1 								 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	aa		 1 	 2 														 2 																																																																
	Ai					 1 		 1 				 1 	 1 	 2 																																																																				
	Ae							 1 				 1 	 2 	 2 																																																																				
	iA				 1 	 1 	 1 	 1 				 1 	 1 	 2 																																																																				
	ii				 1 	 2 	 1 	 2 						 2 																																																																				
	ie				 1 	 1 	 1 	 2 					 1 	 2 																																																																				
	eA						 1 	 1 				 1 	 2 	 2 																																																																				
	ei					 1 	 1 	 2 					 1 	 2 																																																																				
	ee						 1 	 2 					 2 	 2 																																																																				
	ia			 1 	 1 	 1 	 1 	 1 						 1 				 1 																															 1 	 1 																																
	ea			 1 			 1 	 1 					 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ai		 1 	 1 		 1 		 1 						 1 				 1 																																																															 1 	 1 
	ae		 1 	 1 				 1 					 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
Ay	Ay	 1 										 2 	 2 	 2 																																																																				
	Au			 1 								 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	ay		 1 	 1 								 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	au		 1 	 2 														 2 																																																																
	Ai									 1 		 1 	 1 	 2 																																																																				
	Ae					 1 				 1 		 1 	 2 	 2 																																																																				
	iy				 1 	 1 	 1 	 1 				 1 	 1 	 2 																																																																				
	ii				 1 	 1 	 1 	 1 		 1 				 2 																																																																				
	ie				 1 	 2 	 1 	 1 		 1 			 1 	 2 																																																																				
	ey						 1 	 1 				 1 	 2 	 2 																																																																				
	ei						 1 	 1 		 1 			 1 	 2 																																																																				
	ee					 1 	 1 	 1 		 1 			 2 	 2 																																																																				
	iu			 1 	 1 	 1 	 1 	 1 						 1 				 1 																															 1 	 1 																																
	eu			 1 			 1 	 1 					 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ai		 1 	 1 						 1 				 1 				 1 																																																															 1 	 1 
	ae		 1 	 1 		 1 				 1 			 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
Ae	Ae	 1 										 1 	 2 	 2 																																																																				
	AE			 1 								 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ae		 1 	 1 									 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	aE		 1 	 2 												 1 	 1 	 2 																																																																
	Ai					 1 						 1 	 1 	 2 																																																																				
	ie				 1 	 1 	 1 	 1 					 1 	 2 																																																																				
	ii				 1 	 2 	 1 	 1 						 2 																																																																				
	ee						 1 	 1 					 2 	 2 																																																																				
	ei					 1 	 1 	 1 					 1 	 2 																																																																				
	iE			 1 	 1 	 1 	 1 	 1 						 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	eE			 1 			 1 	 1 					 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ai		 1 	 1 		 1 								 1 				 1 																																																															 1 	 1 
Ai	Ai	 1 										 1 	 1 	 2 																																																																				
	AI			 1 								 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ai		 1 	 1 										 1 				 1 																																																															 1 	 1 
	aI		 1 	 2 											 1 	 1 	 1 	 2 																																																																
	Ae					 1 						 1 	 2 	 2 																																																																				
	ii				 1 	 1 	 1 	 1 						 2 																																																																				
	ie				 1 	 2 	 1 	 1 					 1 	 2 																																																																				
	ei						 1 	 1 					 1 	 2 																																																																				
	ee					 1 	 1 	 1 					 2 	 2 																																																																				
	iI			 1 	 1 	 1 	 1 	 1 						 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	eI			 1 			 1 	 1 					 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ae		 1 	 1 		 1 							 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
yO	yO	 1 									 1 	 2 	 2 	 2 																																																																				
	yo			 1 								 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	uO		 1 	 1 							 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	uo		 1 	 2 													 1 	 2 																																																																
	yi					 1 				 1 		 1 	 1 	 2 																																																																				
	ye									 1 		 1 	 2 	 2 																																																																				
	iO								 1 	 1 	 1 	 1 	 1 	 2 																																																																				
	ii					 1 			 1 	 2 				 2 																																																																				
	ie								 1 	 2 			 1 	 2 																																																																				
	eO				 1 	 1 			 1 	 1 	 1 	 1 	 2 	 2 																																																																				
	ei				 1 	 2 			 1 	 2 			 1 	 2 																																																																				
	ee				 1 	 1 			 1 	 2 			 2 	 2 																																																																				
	io			 1 					 1 	 1 				 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	eo			 1 	 1 	 1 			 1 	 1 			 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	ui		 1 	 1 		 1 				 1 				 1 				 1 																																																															 1 	 1 
	ue		 1 	 1 						 1 			 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
yA	yA	 1 										 2 	 2 	 2 																																																																				
	ya			 1 								 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	uA		 1 	 1 								 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	ua		 1 	 2 														 2 																																																																
	yi					 1 		 1 				 1 	 1 	 2 																																																																				
	ye							 1 				 1 	 2 	 2 																																																																				
	iA								 1 	 1 		 1 	 1 	 2 																																																																				
	ii					 1 		 1 	 1 	 1 				 2 																																																																				
	ie							 1 	 1 	 1 			 1 	 2 																																																																				
	eA				 1 	 1 			 1 	 1 		 1 	 2 	 2 																																																																				
	ei				 1 	 2 		 1 	 1 	 1 			 1 	 2 																																																																				
	ee				 1 	 1 		 1 	 1 	 1 			 2 	 2 																																																																				
	ia			 1 					 1 	 1 				 1 				 1 																															 1 	 1 																																
	ea			 1 	 1 	 1 			 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ui		 1 	 1 		 1 		 1 						 1 				 1 																																																															 1 	 1 
	ue		 1 	 1 				 1 					 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
yy	yy	 1 										 2 	 2 	 2 																																																																				
	yu			 1 								 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	uy		 1 	 1 								 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	uu		 1 	 2 														 2 																																																																
	yi									 1 		 1 	 1 	 2 																																																																				
	ye					 1 				 1 		 1 	 2 	 2 																																																																				
	iy								 1 	 1 		 1 	 1 	 2 																																																																				
	ii								 1 	 2 				 2 																																																																				
	ie					 1 			 1 	 2 			 1 	 2 																																																																				
	ey				 1 	 1 			 1 	 1 		 1 	 2 	 2 																																																																				
	ei				 1 	 1 			 1 	 2 			 1 	 2 																																																																				
	ee				 1 	 2 			 1 	 2 			 2 	 2 																																																																				
	iu			 1 					 1 	 1 				 1 				 1 																															 1 	 1 																																
	eu			 1 	 1 	 1 			 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ui		 1 	 1 						 1 				 1 				 1 																																																															 1 	 1 
	ue		 1 	 1 		 1 				 1 			 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
ye	ye	 1 										 1 	 2 	 2 																																																																				
	yE			 1 								 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ue		 1 	 1 									 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	uE		 1 	 2 												 1 	 1 	 2 																																																																
	yi					 1 						 1 	 1 	 2 																																																																				
	ie								 1 	 1 			 1 	 2 																																																																				
	ii					 1 			 1 	 1 				 2 																																																																				
	ee				 1 	 1 			 1 	 1 			 2 	 2 																																																																				
	ei				 1 	 2 			 1 	 1 			 1 	 2 																																																																				
	iE			 1 					 1 	 1 				 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	eE			 1 	 1 	 1 			 1 	 1 			 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ui		 1 	 1 		 1 								 1 				 1 																																																															 1 	 1 
yi	yi	 1 										 1 	 1 	 2 																																																																				
	yI			 1 								 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ui		 1 	 1 										 1 				 1 																																																															 1 	 1 
	uI		 1 	 2 											 1 	 1 	 1 	 2 																																																																
	ye					 1 						 1 	 2 	 2 																																																																				
	ii								 1 	 1 				 2 																																																																				
	ie					 1 			 1 	 1 			 1 	 2 																																																																				
	ei				 1 	 1 			 1 	 1 			 1 	 2 																																																																				
	ee				 1 	 2 			 1 	 1 			 2 	 2 																																																																				
	iI			 1 					 1 	 1 				 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	eI			 1 	 1 	 1 			 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ue		 1 	 1 		 1 							 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
eO	eO	 1 									 1 	 1 	 2 	 2 																																																																				
	eo			 1 									 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	EO		 1 	 1 							 1 	 1 	 1 	 1 		 1 	 1 	 1 																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Eo		 1 	 2 												 1 	 2 	 2 																																																																
	ei					 1 				 1 			 1 	 2 																																																																				
	ee									 1 			 2 	 2 																																																																				
	iO				 1 	 1 					 1 	 1 	 1 	 2 																																																																				
	ii				 1 	 2 				 1 				 2 																																																																				
	ie				 1 	 1 				 1 			 1 	 2 																																																																				
	io			 1 	 1 	 1 								 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	Ei		 1 	 1 		 1 				 1 				 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	Ee		 1 	 1 						 1 			 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
eA	eA	 1 										 1 	 2 	 2 																																																																				
	ea			 1 									 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	EA		 1 	 1 								 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Ea		 1 	 2 												 1 	 1 	 2 																																																																
	ei					 1 		 1 					 1 	 2 																																																																				
	ee							 1 					 2 	 2 																																																																				
	iA				 1 	 1 						 1 	 1 	 2 																																																																				
	ii				 1 	 2 		 1 						 2 																																																																				
	ie				 1 	 1 		 1 					 1 	 2 																																																																				
	ia			 1 	 1 	 1 								 1 				 1 																															 1 	 1 																																
	Ei		 1 	 1 		 1 		 1 						 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	Ee		 1 	 1 				 1 					 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
ey	ey	 1 										 1 	 2 	 2 																																																																				
	eu			 1 									 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	Ey		 1 	 1 								 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Eu		 1 	 2 												 1 	 1 	 2 																																																																
	ei									 1 			 1 	 2 																																																																				
	ee					 1 				 1 			 2 	 2 																																																																				
	iy				 1 	 1 						 1 	 1 	 2 																																																																				
	ii				 1 	 1 				 1 				 2 																																																																				
	ie				 1 	 2 				 1 			 1 	 2 																																																																				
	iu			 1 	 1 	 1 								 1 				 1 																															 1 	 1 																																
	Ei		 1 	 1 						 1 				 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	Ee		 1 	 1 		 1 				 1 			 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
ee	ee	 1 											 2 	 2 																																																																				
	eE			 1 									 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	Ee		 1 	 1 									 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	EE		 1 	 2 												 2 	 2 	 2 																																																																
	ei					 1 							 1 	 2 																																																																				
	ie				 1 	 1 							 1 	 2 																																																																				
	ii				 1 	 2 								 2 																																																																				
	iE			 1 	 1 	 1 								 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	Ei		 1 	 1 		 1 								 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
ei	ei	 1 											 1 	 2 																																																																				
	eI			 1 									 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ei		 1 	 1 										 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	EI		 1 	 2 											 1 	 2 	 2 	 2 																																																																
	ee					 1 							 2 	 2 																																																																				
	ii				 1 	 1 								 2 																																																																				
	ie				 1 	 2 							 1 	 2 																																																																				
	iI			 1 	 1 	 1 								 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ee		 1 	 1 		 1 							 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iO	iO	 1 									 1 	 1 	 1 	 2 																																																																				
	io			 1 										 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	IO		 1 	 1 							 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Io		 1 	 2 											 1 	 1 	 2 	 2 																																																																
	ii					 1 				 1 				 2 																																																																				
	ie									 1 			 1 	 2 																																																																				
	eO				 1 	 1 					 1 	 1 	 2 	 2 																																																																				
	ei				 1 	 2 				 1 			 1 	 2 																																																																				
	ee				 1 	 1 				 1 			 2 	 2 																																																																				
	eo			 1 	 1 	 1 							 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
